ID,Severity,Start_Time,End_Time,City,State,Temperature(F),Weather_Condition,Visibility(mi),Humidity(%),Wind_Speed(mph)
A2899,1,2021-05-01 19:00:00,2021-05-01 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2900,2,2021-05-01 20:00:00,2021-05-01 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A2901,3,2021-05-01 21:00:00,2021-05-01 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2902,2,2021-05-01 22:00:00,2021-05-01 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2903,4,2021-05-01 23:00:00,2021-05-02 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2904,1,2021-05-02 00:00:00,2021-05-02 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2905,2,2021-05-02 01:00:00,2021-05-02 02:00:00,New York,NY,70,Clear,10.0,50,5.0
A2906,3,2021-05-02 02:00:00,2021-05-02 03:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2907,2,2021-05-02 03:00:00,2021-05-02 04:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2908,4,2021-05-02 04:00:00,2021-05-02 05:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2909,1,2021-05-02 05:00:00,2021-05-02 06:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2910,2,2021-05-02 06:00:00,2021-05-02 07:00:00,New York,NY,70,Clear,10.0,50,5.0
A2911,3,2021-05-02 07:00:00,2021-05-02 08:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2912,2,2021-05-02 08:00:00,2021-05-02 09:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2913,4,2021-05-02 09:00:00,2021-05-02 10:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2914,1,2021-05-02 10:00:00,2021-05-02 11:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2915,2,2021-05-02 11:00:00,2021-05-02 12:00:00,New York,NY,70,Clear,10.0,50,5.0
A2916,3,2021-05-02 12:00:00,2021-05-02 13:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2917,2,2021-05-02 13:00:00,2021-05-02 14:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2918,4,2021-05-02 14:00:00,2021-05-02 15:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2919,1,2021-05-02 15:00:00,2021-05-02 16:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2920,2,2021-05-02 16:00:00,2021-05-02 17:00:00,New York,NY,70,Clear,10.0,50,5.0
A2921,3,2021-05-02 17:00:00,2021-05-02 18:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2922,2,2021-05-02 18:00:00,2021-05-02 19:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2923,4,2021-05-02 19:00:00,2021-05-02 20:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2924,1,2021-05-02 20:00:00,2021-05-02 21:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2925,2,2021-05-02 21:00:00,2021-05-02 22:00:00,New York,NY,70,Clear,10.0,50,5.0
A2926,3,2021-05-02 22:00:00,2021-05-02 23:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2927,2,2021-05-02 23:00:00,2021-05-03 00:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2928,4,2021-05-03 00:00:00,2021-05-03 01:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2929,1,2021-05-03 01:00:00,2021-05-03 02:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2930,2,2021-05-03 02:00:00,2021-05-03 03:00:00,New York,NY,70,Clear,10.0,50,5.0
A2931,3,2021-05-03 03:00:00,2021-05-03 04:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2932,2,2021-05-03 04:00:00,2021-05-03 05:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2933,4,2021-05-03 05:00:00,2021-05-03 06:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2934,1,2021-05-03 06:00:00,2021-05-03 07:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2935,2,2021-05-03 07:00:00,2021-05-03 08:00:00,New York,NY,70,Clear,10.0,50,5.0
A2936,3,2021-05-03 08:00:00,2021-05-03 09:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2937,2,2021-05-03 09:00:00,2021-05-03 10:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2938,4,2021-05-03 10:00:00,2021-05-03 11:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2939,1,2021-05-03 11:00:00,2021-05-03 12:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2940,2,2021-05-03 12:00:00,2021-05-03 13:00:00,New York,NY,70,Clear,10.0,50,5.0
A2941,3,2021-05-03 13:00:00,2021-05-03 14:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2942,2,2021-05-03 14:00:00,2021-05-03 15:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2943,4,2021-05-03 15:00:00,2021-05-03 16:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2944,1,2021-05-03 16:00:00,2021-05-03 17:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2945,2,2021-05-03 17:00:00,2021-05-03 18:00:00,New York,NY,70,Clear,10.0,50,5.0
A2946,3,2021-05-03 18:00:00,2021-05-03 19:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2947,2,2021-05-03 19:00:00,2021-05-03 20:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2948,4,2021-05-03 20:00:00,2021-05-03 21:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2949,1,2021-05-03 21:00:00,2021-05-03 22:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2950,2,2021-05-03 22:00:00,2021-05-03 23:00:00,New York,NY,70,Clear,10.0,50,5.0
A2951,3,2021-05-03 23:00:00,2021-05-04 00:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2952,2,2021-05-04 00:00:00,2021-05-04 01:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2953,4,2021-05-04 01:00:00,2021-05-04 02:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2954,1,2021-05-04 02:00:00,2021-05-04 03:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2955,2,2021-05-04 03:00:00,2021-05-04 04:00:00,New York,NY,70,Clear,10.0,50,5.0
A2956,3,2021-05-04 04:00:00,2021-05-04 05:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2957,2,2021-05-04 05:00:00,2021-05-04 06:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2958,4,2021-05-04 06:00:00,2021-05-04 07:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2959,1,2021-05-04 07:00:00,2021-05-04 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2960,2,2021-05-04 08:00:00,2021-05-04 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A2961,3,2021-05-04 09:00:00,2021-05-04 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2962,2,2021-05-04 10:00:00,2021-05-04 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2963,4,2021-05-04 11:00:00,2021-05-04 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2964,1,2021-05-04 12:00:00,2021-05-04 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2965,2,2021-05-04 13:00:00,2021-05-04 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A2966,3,2021-05-04 14:00:00,2021-05-04 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2967,2,2021-05-04 15:00:00,2021-05-04 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2968,4,2021-05-04 16:00:00,2021-05-04 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2969,1,2021-05-04 17:00:00,2021-05-04 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2970,2,2021-05-04 18:00:00,2021-05-04 19:00:00,New York,NY,70,Clear,10.0,50,5.0
A2971,3,2021-05-04 19:00:00,2021-05-04 20:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2972,2,2021-05-04 20:00:00,2021-05-04 21:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2973,4,2021-05-04 21:00:00,2021-05-04 22:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2974,1,2021-05-04 22:00:00,2021-05-04 23:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2975,2,2021-05-04 23:00:00,2021-05-05 00:00:00,New York,NY,70,Clear,10.0,50,5.0
A2976,3,2021-05-05 00:00:00,2021-05-05 01:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2977,2,2021-05-05 01:00:00,2021-05-05 02:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2978,4,2021-05-05 02:00:00,2021-05-05 03:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2979,1,2021-05-05 03:00:00,2021-05-05 04:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2980,2,2021-05-05 04:00:00,2021-05-05 05:00:00,New York,NY,70,Clear,10.0,50,5.0
A2981,3,2021-05-05 05:00:00,2021-05-05 06:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2982,2,2021-05-05 06:00:00,2021-05-05 07:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2983,4,2021-05-05 07:00:00,2021-05-05 08:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2984,1,2021-05-05 08:00:00,2021-05-05 09:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2985,2,2021-05-05 09:00:00,2021-05-05 10:00:00,New York,NY,70,Clear,10.0,50,5.0
A2986,3,2021-05-05 10:00:00,2021-05-05 11:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2987,2,2021-05-05 11:00:00,2021-05-05 12:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2988,4,2021-05-05 12:00:00,2021-05-05 13:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2989,1,2021-05-05 13:00:00,2021-05-05 14:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2990,2,2021-05-05 14:00:00,2021-05-05 15:00:00,New York,NY,70,Clear,10.0,50,5.0
A2991,3,2021-05-05 15:00:00,2021-05-05 16:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2992,2,2021-05-05 16:00:00,2021-05-05 17:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2993,4,2021-05-05 17:00:00,2021-05-05 18:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2994,1,2021-05-05 18:00:00,2021-05-05 19:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A2995,2,2021-05-05 19:00:00,2021-05-05 20:00:00,New York,NY,70,Clear,10.0,50,5.0
A2996,3,2021-05-05 20:00:00,2021-05-05 21:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A2997,2,2021-05-05 21:00:00,2021-05-05 22:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A2998,4,2021-05-05 22:00:00,2021-05-05 23:00:00,Houston,TX,80,Fog,8.0,80,6.0
A2999,1,2021-05-05 23:00:00,2021-05-06 00:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3000,2,2021-05-06 00:00:00,2021-05-06 01:00:00,New York,NY,70,Clear,10.0,50,5.0
A3001,3,2021-05-06 01:00:00,2021-05-06 02:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3002,2,2021-05-06 02:00:00,2021-05-06 03:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3003,4,2021-05-06 03:00:00,2021-05-06 04:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3004,1,2021-05-06 04:00:00,2021-05-06 05:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3005,2,2021-05-06 05:00:00,2021-05-06 06:00:00,New York,NY,70,Clear,10.0,50,5.0
A3006,3,2021-05-06 06:00:00,2021-05-06 07:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3007,2,2021-05-06 07:00:00,2021-05-06 08:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3008,4,2021-05-06 08:00:00,2021-05-06 09:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3009,1,2021-05-06 09:00:00,2021-05-06 10:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3010,2,2021-05-06 10:00:00,2021-05-06 11:00:00,New York,NY,70,Clear,10.0,50,5.0
A3011,3,2021-05-06 11:00:00,2021-05-06 12:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3012,2,2021-05-06 12:00:00,2021-05-06 13:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3013,4,2021-05-06 13:00:00,2021-05-06 14:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3014,1,2021-05-06 14:00:00,2021-05-06 15:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3015,2,2021-05-06 15:00:00,2021-05-06 16:00:00,New York,NY,70,Clear,10.0,50,5.0
A3016,3,2021-05-06 16:00:00,2021-05-06 17:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3017,2,2021-05-06 17:00:00,2021-05-06 18:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3018,4,2021-05-06 18:00:00,2021-05-06 19:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3019,1,2021-05-06 19:00:00,2021-05-06 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3020,2,2021-05-06 20:00:00,2021-05-06 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A3021,3,2021-05-06 21:00:00,2021-05-06 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3022,2,2021-05-06 22:00:00,2021-05-06 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3023,4,2021-05-06 23:00:00,2021-05-07 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3024,1,2021-05-07 00:00:00,2021-05-07 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3025,2,2021-05-07 01:00:00,2021-05-07 02:00:00,New York,NY,70,Clear,10.0,50,5.0
A3026,3,2021-05-07 02:00:00,2021-05-07 03:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3027,2,2021-05-07 03:00:00,2021-05-07 04:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3028,4,2021-05-07 04:00:00,2021-05-07 05:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3029,1,2021-05-07 05:00:00,2021-05-07 06:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3030,2,2021-05-07 06:00:00,2021-05-07 07:00:00,New York,NY,70,Clear,10.0,50,5.0
A3031,3,2021-05-07 07:00:00,2021-05-07 08:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3032,2,2021-05-07 08:00:00,2021-05-07 09:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3033,4,2021-05-07 09:00:00,2021-05-07 10:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3034,1,2021-05-07 10:00:00,2021-05-07 11:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3035,2,2021-05-07 11:00:00,2021-05-07 12:00:00,New York,NY,70,Clear,10.0,50,5.0
A3036,3,2021-05-07 12:00:00,2021-05-07 13:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3037,2,2021-05-07 13:00:00,2021-05-07 14:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3038,4,2021-05-07 14:00:00,2021-05-07 15:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3039,1,2021-05-07 15:00:00,2021-05-07 16:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3040,2,2021-05-07 16:00:00,2021-05-07 17:00:00,New York,NY,70,Clear,10.0,50,5.0
A3041,3,2021-05-07 17:00:00,2021-05-07 18:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3042,2,2021-05-07 18:00:00,2021-05-07 19:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3043,4,2021-05-07 19:00:00,2021-05-07 20:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3044,1,2021-05-07 20:00:00,2021-05-07 21:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3045,2,2021-05-07 21:00:00,2021-05-07 22:00:00,New York,NY,70,Clear,10.0,50,5.0
A3046,3,2021-05-07 22:00:00,2021-05-07 23:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3047,2,2021-05-07 23:00:00,2021-05-08 00:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3048,4,2021-05-08 00:00:00,2021-05-08 01:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3049,1,2021-05-08 01:00:00,2021-05-08 02:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3050,2,2021-05-08 02:00:00,2021-05-08 03:00:00,New York,NY,70,Clear,10.0,50,5.0
A3051,3,2021-05-08 03:00:00,2021-05-08 04:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3052,2,2021-05-08 04:00:00,2021-05-08 05:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3053,4,2021-05-08 05:00:00,2021-05-08 06:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3054,1,2021-05-08 06:00:00,2021-05-08 07:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3055,2,2021-05-08 07:00:00,2021-05-08 08:00:00,New York,NY,70,Clear,10.0,50,5.0
A3056,3,2021-05-08 08:00:00,2021-05-08 09:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3057,2,2021-05-08 09:00:00,2021-05-08 10:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3058,4,2021-05-08 10:00:00,2021-05-08 11:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3059,1,2021-05-08 11:00:00,2021-05-08 12:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3060,2,2021-05-08 12:00:00,2021-05-08 13:00:00,New York,NY,70,Clear,10.0,50,5.0
A3061,3,2021-05-08 13:00:00,2021-05-08 14:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3062,2,2021-05-08 14:00:00,2021-05-08 15:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3063,4,2021-05-08 15:00:00,2021-05-08 16:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3064,1,2021-05-08 16:00:00,2021-05-08 17:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3065,2,2021-05-08 17:00:00,2021-05-08 18:00:00,New York,NY,70,Clear,10.0,50,5.0
A3066,3,2021-05-08 18:00:00,2021-05-08 19:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3067,2,2021-05-08 19:00:00,2021-05-08 20:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3068,4,2021-05-08 20:00:00,2021-05-08 21:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3069,1,2021-05-08 21:00:00,2021-05-08 22:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3070,2,2021-05-08 22:00:00,2021-05-08 23:00:00,New York,NY,70,Clear,10.0,50,5.0
A3071,3,2021-05-08 23:00:00,2021-05-09 00:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3072,2,2021-05-09 00:00:00,2021-05-09 01:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3073,4,2021-05-09 01:00:00,2021-05-09 02:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3074,1,2021-05-09 02:00:00,2021-05-09 03:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3075,2,2021-05-09 03:00:00,2021-05-09 04:00:00,New York,NY,70,Clear,10.0,50,5.0
A3076,3,2021-05-09 04:00:00,2021-05-09 05:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3077,2,2021-05-09 05:00:00,2021-05-09 06:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3078,4,2021-05-09 06:00:00,2021-05-09 07:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3079,1,2021-05-09 07:00:00,2021-05-09 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3080,2,2021-05-09 08:00:00,2021-05-09 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A3081,3,2021-05-09 09:00:00,2021-05-09 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3082,2,2021-05-09 10:00:00,2021-05-09 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3083,4,2021-05-09 11:00:00,2021-05-09 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3084,1,2021-05-09 12:00:00,2021-05-09 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3085,2,2021-05-09 13:00:00,2021-05-09 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A3086,3,2021-05-09 14:00:00,2021-05-09 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3087,2,2021-05-09 15:00:00,2021-05-09 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3088,4,2021-05-09 16:00:00,2021-05-09 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3089,1,2021-05-09 17:00:00,2021-05-09 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3090,2,2021-05-09 18:00:00,2021-05-09 19:00:00,New York,NY,70,Clear,10.0,50,5.0
A3091,3,2021-05-09 19:00:00,2021-05-09 20:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3092,2,2021-05-09 20:00:00,2021-05-09 21:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3093,4,2021-05-09 21:00:00,2021-05-09 22:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3094,1,2021-05-09 22:00:00,2021-05-09 23:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3095,2,2021-05-09 23:00:00,2021-05-10 00:00:00,New York,NY,70,Clear,10.0,50,5.0
A3096,3,2021-05-10 00:00:00,2021-05-10 01:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3097,2,2021-05-10 01:00:00,2021-05-10 02:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3098,4,2021-05-10 02:00:00,2021-05-10 03:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3099,1,2021-05-10 03:00:00,2021-05-10 04:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3100,2,2021-05-10 04:00:00,2021-05-10 05:00:00,New York,NY,70,Clear,10.0,50,5.0
A3101,3,2021-05-10 05:00:00,2021-05-10 06:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3102,2,2021-05-10 06:00:00,2021-05-10 07:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3103,4,2021-05-10 07:00:00,2021-05-10 08:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3104,1,2021-05-10 08:00:00,2021-05-10 09:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3105,2,2021-05-10 09:00:00,2021-05-10 10:00:00,New York,NY,70,Clear,10.0,50,5.0
A3106,3,2021-05-10 10:00:00,2021-05-10 11:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3107,2,2021-05-10 11:00:00,2021-05-10 12:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3108,4,2021-05-10 12:00:00,2021-05-10 13:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3109,1,2021-05-10 13:00:00,2021-05-10 14:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3110,2,2021-05-10 14:00:00,2021-05-10 15:00:00,New York,NY,70,Clear,10.0,50,5.0
A3111,3,2021-05-10 15:00:00,2021-05-10 16:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3112,2,2021-05-10 16:00:00,2021-05-10 17:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3113,4,2021-05-10 17:00:00,2021-05-10 18:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3114,1,2021-05-10 18:00:00,2021-05-10 19:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3115,2,2021-05-10 19:00:00,2021-05-10 20:00:00,New York,NY,70,Clear,10.0,50,5.0
A3116,3,2021-05-10 20:00:00,2021-05-10 21:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3117,2,2021-05-10 21:00:00,2021-05-10 22:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3118,4,2021-05-10 22:00:00,2021-05-10 23:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3119,1,2021-05-10 23:00:00,2021-05-11 00:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3120,2,2021-05-11 00:00:00,2021-05-11 01:00:00,New York,NY,70,Clear,10.0,50,5.0
A3121,3,2021-05-11 01:00:00,2021-05-11 02:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3122,2,2021-05-11 02:00:00,2021-05-11 03:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3123,4,2021-05-11 03:00:00,2021-05-11 04:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3124,1,2021-05-11 04:00:00,2021-05-11 05:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3125,2,2021-05-11 05:00:00,2021-05-11 06:00:00,New York,NY,70,Clear,10.0,50,5.0
A3126,3,2021-05-11 06:00:00,2021-05-11 07:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3127,2,2021-05-11 07:00:00,2021-05-11 08:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3128,4,2021-05-11 08:00:00,2021-05-11 09:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3129,1,2021-05-11 09:00:00,2021-05-11 10:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3130,2,2021-05-11 10:00:00,2021-05-11 11:00:00,New York,NY,70,Clear,10.0,50,5.0
A3131,3,2021-05-11 11:00:00,2021-05-11 12:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3132,2,2021-05-11 12:00:00,2021-05-11 13:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3133,4,2021-05-11 13:00:00,2021-05-11 14:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3134,1,2021-05-11 14:00:00,2021-05-11 15:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3135,2,2021-05-11 15:00:00,2021-05-11 16:00:00,New York,NY,70,Clear,10.0,50,5.0
A3136,3,2021-05-11 16:00:00,2021-05-11 17:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3137,2,2021-05-11 17:00:00,2021-05-11 18:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3138,4,2021-05-11 18:00:00,2021-05-11 19:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3139,1,2021-05-11 19:00:00,2021-05-11 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A3140,2,2021-05-11 20:00:00,2021-05-11 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A3141,3,2021-05-11 21:00:00,2021-05-11 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A3142,2,2021-05-11 22:00:00,2021-05-11 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A3143,4,2021-05-11 23:00:00,2021-05-12 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A3144,1,2021-05-12 00:00:00,2021-05-12 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
